SubUnitGuid,ProfileName,ClientID,OnlineProfileName,OnlineClientID,CN,ReportingListID,ClientID,Description,FieldType,Mandatory,DataType,Min,Max,SampleValue,ActualValue,DescriptionLength,NumOfCDRDropList,CDROutput,,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,25818,113,Reason for Trip,4,Y,alpha,1,30,AB,NULL,15,22,FF19,,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,23960,113,Telephonic reason,4,Y,alpha,1,1,a,NULL,17,3,FF17,,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,23954,113,Travel request or RTA No,4,Y,alpha,4,5,abcd,NULL,24,0,FF11,FF78,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,23955,113,Traveler office Location,4,N,alpha,1,3,ab,NULL,24,0,FF12,,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,23963,113,Visa Type,4,Y,character,1,8,abcd12,NULL,9,6,FF20,,
14:1BB84,CSCDEL,113,NULL,NULL,3021300001,23959,113,WBS Code,4,Y,character,8,20,abcd1234,NULL,8,0,FF16,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023100024,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200001,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200002,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200003,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200004,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200005,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200006,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200007,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200008,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200009,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200010,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200011,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200012,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18626,1438,Cost Center,3,Y,character,1,15,ab,NULL,11,0,FF10,FF14,FF64
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18628,1438,Division,3,Y,alpha,1,13,ab,NULL,8,0,FF12,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18639,1438,ETS Booked,4,Y,character,2,3,YES,NULL,10,2,FF82,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18641,1438,Hotel Offered,4,Y,character,2,2,OA,NULL,13,7,FF87,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18632,1438,Legal Entity Code,3,Y,character,1,5,ab,NULL,17,0,FF17,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18690,1438,Moxie Id,4,Y,character,NULL,NULL,NULL,NULL,8,0,FF74,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18640,1438,Offshore Query ID,4,N,character,NULL,NULL,NULL,NULL,17,0,FF83,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18629,1438,Operational Level 1 (Department),3,Y,character,1,16,ab,NULL,32,0,FF13,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,25211,1438,Traveler Type,3,N,character,1,25,A1,NULL,13,0,FF73,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18633,1438,Trip Purpose Code,4,Y,numeric,1,1,1,NULL,17,7,FF18,,
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200013,18630,1438,Unique ID 5-2-1,3,Y,character,1,8,ab,NULL,15,0,FF15,FF25,FF65
467:22:00,NOVARTISBTAHYD,1438,NULL,NULL,1023200014,18627,1438,Alternate Payment Information,4,N,character,1,25,ab,NULL,29,0,FF20,,
